STATISTIC,Statistic,TLIST(A1),Year,Age Code,Age of Mother at Maternity,PLC Code,Previous Liveborn Children,UNIT,VALUE
VSA36C01,Total Births,2011,2011,42,42 years,15,10 or more,Number,1
VSA36C01,Total Births,2011,2011,42,42 years,99,Not stated,Number,3
VSA36C01,Total Births,2011,2011,43,43 years,26,Total Per Age Group,Number,325
VSA36C01,Total Births,2011,2011,43,43 years,1,0,Number,70
VSA36C01,Total Births,2011,2011,43,43 years,2,1,Number,91
VSA36C01,Total Births,2011,2011,43,43 years,3,2,Number,75
VSA36C01,Total Births,2011,2011,43,43 years,4,3,Number,39
VSA36C01,Total Births,2011,2011,43,43 years,5,4,Number,28
VSA36C01,Total Births,2011,2011,43,43 years,6,5,Number,10
VSA36C01,Total Births,2011,2011,43,43 years,8,6,Number,6
VSA36C01,Total Births,2011,2011,43,43 years,10,7,Number,2
VSA36C01,Total Births,2011,2011,43,43 years,11,8,Number,1
VSA36C01,Total Births,2011,2011,43,43 years,12,9,Number,
VSA36C01,Total Births,2011,2011,43,43 years,15,10 or more,Number,1
VSA36C01,Total Births,2011,2011,43,43 years,99,Not stated,Number,2
VSA36C01,Total Births,2011,2011,44,44 years,26,Total Per Age Group,Number,151
VSA36C01,Total Births,2011,2011,44,44 years,1,0,Number,38
VSA36C01,Total Births,2011,2011,44,44 years,2,1,Number,42
VSA36C01,Total Births,2011,2011,44,44 years,3,2,Number,29
VSA36C01,Total Births,2011,2011,44,44 years,4,3,Number,14
VSA36C01,Total Births,2011,2011,44,44 years,5,4,Number,14
VSA36C01,Total Births,2011,2011,44,44 years,6,5,Number,6
VSA36C01,Total Births,2011,2011,44,44 years,8,6,Number,1
VSA36C01,Total Births,2011,2011,44,44 years,10,7,Number,2
VSA36C01,Total Births,2011,2011,44,44 years,11,8,Number,1
VSA36C01,Total Births,2011,2011,44,44 years,12,9,Number,
VSA36C01,Total Births,2011,2011,44,44 years,15,10 or more,Number,2
VSA36C01,Total Births,2011,2011,44,44 years,99,Not stated,Number,2
VSA36C01,Total Births,2011,2011,290,15 years and under,26,Total Per Age Group,Number,36
VSA36C01,Total Births,2011,2011,290,15 years and under,1,0,Number,34
VSA36C01,Total Births,2011,2011,290,15 years and under,2,1,Number,2
VSA36C01,Total Births,2011,2011,290,15 years and under,3,2,Number,
VSA36C01,Total Births,2011,2011,290,15 years and under,4,3,Number,
VSA36C01,Total Births,2011,2011,290,15 years and under,5,4,Number,
VSA36C01,Total Births,2011,2011,290,15 years and under,6,5,Number,
VSA36C01,Total Births,2011,2011,290,15 years and under,8,6,Number,
VSA36C01,Total Births,2011,2011,290,15 years and under,10,7,Number,
VSA36C01,Total Births,2011,2011,290,15 years and under,11,8,Number,
VSA36C01,Total Births,2011,2011,290,15 years and under,12,9,Number,
VSA36C01,Total Births,2011,2011,290,15 years and under,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,290,15 years and under,99,Not stated,Number,
VSA36C01,Total Births,2011,2011,355,Under 20 years,26,Total Per Age Group,Number,1690
VSA36C01,Total Births,2011,2011,355,Under 20 years,1,0,Number,1498
VSA36C01,Total Births,2011,2011,355,Under 20 years,2,1,Number,170
VSA36C01,Total Births,2011,2011,355,Under 20 years,3,2,Number,18
VSA36C01,Total Births,2011,2011,355,Under 20 years,4,3,Number,2
VSA36C01,Total Births,2011,2011,355,Under 20 years,5,4,Number,
VSA36C01,Total Births,2011,2011,355,Under 20 years,6,5,Number,
VSA36C01,Total Births,2011,2011,355,Under 20 years,8,6,Number,
VSA36C01,Total Births,2011,2011,355,Under 20 years,10,7,Number,
VSA36C01,Total Births,2011,2011,355,Under 20 years,11,8,Number,
VSA36C01,Total Births,2011,2011,355,Under 20 years,12,9,Number,
VSA36C01,Total Births,2011,2011,355,Under 20 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,355,Under 20 years,99,Not stated,Number,2
VSA36C01,Total Births,2011,2011,365,20 - 24 years,26,Total Per Age Group,Number,7321
VSA36C01,Total Births,2011,2011,365,20 - 24 years,1,0,Number,4517
VSA36C01,Total Births,2011,2011,365,20 - 24 years,2,1,Number,2177
VSA36C01,Total Births,2011,2011,365,20 - 24 years,3,2,Number,468
VSA36C01,Total Births,2011,2011,365,20 - 24 years,4,3,Number,101
VSA36C01,Total Births,2011,2011,365,20 - 24 years,5,4,Number,21
VSA36C01,Total Births,2011,2011,365,20 - 24 years,6,5,Number,4
VSA36C01,Total Births,2011,2011,365,20 - 24 years,8,6,Number,1
VSA36C01,Total Births,2011,2011,365,20 - 24 years,10,7,Number,
VSA36C01,Total Births,2011,2011,365,20 - 24 years,11,8,Number,
VSA36C01,Total Births,2011,2011,365,20 - 24 years,12,9,Number,
VSA36C01,Total Births,2011,2011,365,20 - 24 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,365,20 - 24 years,99,Not stated,Number,32
VSA36C01,Total Births,2011,2011,410,25 - 29 years,26,Total Per Age Group,Number,16693
VSA36C01,Total Births,2011,2011,410,25 - 29 years,1,0,Number,8038
VSA36C01,Total Births,2011,2011,410,25 - 29 years,2,1,Number,5648
VSA36C01,Total Births,2011,2011,410,25 - 29 years,3,2,Number,2032
VSA36C01,Total Births,2011,2011,410,25 - 29 years,4,3,Number,640
VSA36C01,Total Births,2011,2011,410,25 - 29 years,5,4,Number,185
VSA36C01,Total Births,2011,2011,410,25 - 29 years,6,5,Number,52
VSA36C01,Total Births,2011,2011,410,25 - 29 years,8,6,Number,14
VSA36C01,Total Births,2011,2011,410,25 - 29 years,10,7,Number,3
VSA36C01,Total Births,2011,2011,410,25 - 29 years,11,8,Number,2
VSA36C01,Total Births,2011,2011,410,25 - 29 years,12,9,Number,1
VSA36C01,Total Births,2011,2011,410,25 - 29 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,410,25 - 29 years,99,Not stated,Number,78
VSA36C01,Total Births,2011,2011,440,30 - 34 years,26,Total Per Age Group,Number,26764
VSA36C01,Total Births,2011,2011,440,30 - 34 years,1,0,Number,10153
VSA36C01,Total Births,2011,2011,440,30 - 34 years,2,1,Number,9938
VSA36C01,Total Births,2011,2011,440,30 - 34 years,3,2,Number,4447
VSA36C01,Total Births,2011,2011,440,30 - 34 years,4,3,Number,1375
VSA36C01,Total Births,2011,2011,440,30 - 34 years,5,4,Number,432
VSA36C01,Total Births,2011,2011,440,30 - 34 years,6,5,Number,175
VSA36C01,Total Births,2011,2011,440,30 - 34 years,8,6,Number,69
VSA36C01,Total Births,2011,2011,440,30 - 34 years,10,7,Number,20
VSA36C01,Total Births,2011,2011,440,30 - 34 years,11,8,Number,13
VSA36C01,Total Births,2011,2011,440,30 - 34 years,12,9,Number,8
VSA36C01,Total Births,2011,2011,440,30 - 34 years,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,440,30 - 34 years,99,Not stated,Number,134
VSA36C01,Total Births,2011,2011,460,35 - 39 years,26,Total Per Age Group,Number,17726
VSA36C01,Total Births,2011,2011,460,35 - 39 years,1,0,Number,4134
VSA36C01,Total Births,2011,2011,460,35 - 39 years,2,1,Number,6086
VSA36C01,Total Births,2011,2011,460,35 - 39 years,3,2,Number,4706
VSA36C01,Total Births,2011,2011,460,35 - 39 years,4,3,Number,1830
VSA36C01,Total Births,2011,2011,460,35 - 39 years,5,4,Number,532
VSA36C01,Total Births,2011,2011,460,35 - 39 years,6,5,Number,192
VSA36C01,Total Births,2011,2011,460,35 - 39 years,8,6,Number,66
VSA36C01,Total Births,2011,2011,460,35 - 39 years,10,7,Number,37
VSA36C01,Total Births,2011,2011,460,35 - 39 years,11,8,Number,26
VSA36C01,Total Births,2011,2011,460,35 - 39 years,12,9,Number,8
VSA36C01,Total Births,2011,2011,460,35 - 39 years,15,10 or more,Number,13
VSA36C01,Total Births,2011,2011,460,35 - 39 years,99,Not stated,Number,96
VSA36C01,Total Births,2011,2011,475,40 - 44 years,26,Total Per Age Group,Number,3658
VSA36C01,Total Births,2011,2011,475,40 - 44 years,1,0,Number,810
VSA36C01,Total Births,2011,2011,475,40 - 44 years,2,1,Number,1094
VSA36C01,Total Births,2011,2011,475,40 - 44 years,3,2,Number,929
VSA36C01,Total Births,2011,2011,475,40 - 44 years,4,3,Number,440
VSA36C01,Total Births,2011,2011,475,40 - 44 years,5,4,Number,197
VSA36C01,Total Births,2011,2011,475,40 - 44 years,6,5,Number,79
VSA36C01,Total Births,2011,2011,475,40 - 44 years,8,6,Number,31
VSA36C01,Total Births,2011,2011,475,40 - 44 years,10,7,Number,23
VSA36C01,Total Births,2011,2011,475,40 - 44 years,11,8,Number,16
VSA36C01,Total Births,2011,2011,475,40 - 44 years,12,9,Number,4
VSA36C01,Total Births,2011,2011,475,40 - 44 years,15,10 or more,Number,7
VSA36C01,Total Births,2011,2011,475,40 - 44 years,99,Not stated,Number,28
VSA36C01,Total Births,2011,2011,510,45 years and over,26,Total Per Age Group,Number,169
VSA36C01,Total Births,2011,2011,510,45 years and over,1,0,Number,54
VSA36C01,Total Births,2011,2011,510,45 years and over,2,1,Number,42
VSA36C01,Total Births,2011,2011,510,45 years and over,3,2,Number,28
VSA36C01,Total Births,2011,2011,510,45 years and over,4,3,Number,22
VSA36C01,Total Births,2011,2011,510,45 years and over,5,4,Number,11
VSA36C01,Total Births,2011,2011,510,45 years and over,6,5,Number,5
VSA36C01,Total Births,2011,2011,510,45 years and over,8,6,Number,4
VSA36C01,Total Births,2011,2011,510,45 years and over,10,7,Number,1
VSA36C01,Total Births,2011,2011,510,45 years and over,11,8,Number,1
VSA36C01,Total Births,2011,2011,510,45 years and over,12,9,Number,
VSA36C01,Total Births,2011,2011,510,45 years and over,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,510,45 years and over,99,Not stated,Number,1
VSA36C01,Total Births,2011,2011,999,Age not stated,26,Total Per Age Group,Number,12
VSA36C01,Total Births,2011,2011,999,Age not stated,1,0,Number,6
VSA36C01,Total Births,2011,2011,999,Age not stated,2,1,Number,3
VSA36C01,Total Births,2011,2011,999,Age not stated,3,2,Number,3
VSA36C01,Total Births,2011,2011,999,Age not stated,4,3,Number,
VSA36C01,Total Births,2011,2011,999,Age not stated,5,4,Number,
VSA36C01,Total Births,2011,2011,999,Age not stated,6,5,Number,
VSA36C01,Total Births,2011,2011,999,Age not stated,8,6,Number,
VSA36C01,Total Births,2011,2011,999,Age not stated,10,7,Number,
VSA36C01,Total Births,2011,2011,999,Age not stated,11,8,Number,
VSA36C01,Total Births,2011,2011,999,Age not stated,12,9,Number,
VSA36C01,Total Births,2011,2011,999,Age not stated,15,10 or more,Number,
VSA36C01,Total Births,2011,2011,999,Age not stated,99,Not stated,Number,
VSA36C01,Total Births,2011,2011,-,All ages,26,Total Per Age Group,Number,74033
VSA36C01,Total Births,2011,2011,-,All ages,1,0,Number,29210
VSA36C01,Total Births,2011,2011,-,All ages,2,1,Number,25158
VSA36C01,Total Births,2011,2011,-,All ages,3,2,Number,12631
VSA36C01,Total Births,2011,2011,-,All ages,4,3,Number,4410
VSA36C01,Total Births,2011,2011,-,All ages,5,4,Number,1378
VSA36C01,Total Births,2011,2011,-,All ages,6,5,Number,507
VSA36C01,Total Births,2011,2011,-,All ages,8,6,Number,185
VSA36C01,Total Births,2011,2011,-,All ages,10,7,Number,84
VSA36C01,Total Births,2011,2011,-,All ages,11,8,Number,58
VSA36C01,Total Births,2011,2011,-,All ages,12,9,Number,21
VSA36C01,Total Births,2011,2011,-,All ages,15,10 or more,Number,20
VSA36C01,Total Births,2011,2011,-,All ages,99,Not stated,Number,371
VSA36C01,Total Births,2012,2012,16,16 years,26,Total Per Age Group,Number,97
VSA36C01,Total Births,2012,2012,16,16 years,1,0,Number,94
VSA36C01,Total Births,2012,2012,16,16 years,2,1,Number,3
VSA36C01,Total Births,2012,2012,16,16 years,3,2,Number,
VSA36C01,Total Births,2012,2012,16,16 years,4,3,Number,
VSA36C01,Total Births,2012,2012,16,16 years,5,4,Number,
VSA36C01,Total Births,2012,2012,16,16 years,6,5,Number,
VSA36C01,Total Births,2012,2012,16,16 years,8,6,Number,
VSA36C01,Total Births,2012,2012,16,16 years,10,7,Number,
VSA36C01,Total Births,2012,2012,16,16 years,11,8,Number,
VSA36C01,Total Births,2012,2012,16,16 years,12,9,Number,
VSA36C01,Total Births,2012,2012,16,16 years,15,10 or more,Number,
VSA36C01,Total Births,2012,2012,16,16 years,99,Not stated,Number,
VSA36C01,Total Births,2012,2012,17,17 years,26,Total Per Age Group,Number,227
VSA36C01,Total Births,2012,2012,17,17 years,1,0,Number,215
VSA36C01,Total Births,2012,2012,17,17 years,2,1,Number,12
VSA36C01,Total Births,2012,2012,17,17 years,3,2,Number,
VSA36C01,Total Births,2012,2012,17,17 years,4,3,Number,
VSA36C01,Total Births,2012,2012,17,17 years,5,4,Number,
VSA36C01,Total Births,2012,2012,17,17 years,6,5,Number,
VSA36C01,Total Births,2012,2012,17,17 years,8,6,Number,
VSA36C01,Total Births,2012,2012,17,17 years,10,7,Number,
VSA36C01,Total Births,2012,2012,17,17 years,11,8,Number,
VSA36C01,Total Births,2012,2012,17,17 years,12,9,Number,
VSA36C01,Total Births,2012,2012,17,17 years,15,10 or more,Number,
VSA36C01,Total Births,2012,2012,17,17 years,99,Not stated,Number,
VSA36C01,Total Births,2012,2012,18,18 years,26,Total Per Age Group,Number,472
VSA36C01,Total Births,2012,2012,18,18 years,1,0,Number,417
VSA36C01,Total Births,2012,2012,18,18 years,2,1,Number,48
VSA36C01,Total Births,2012,2012,18,18 years,3,2,Number,4
VSA36C01,Total Births,2012,2012,18,18 years,4,3,Number,1
VSA36C01,Total Births,2012,2012,18,18 years,5,4,Number,
VSA36C01,Total Births,2012,2012,18,18 years,6,5,Number,
VSA36C01,Total Births,2012,2012,18,18 years,8,6,Number,
VSA36C01,Total Births,2012,2012,18,18 years,10,7,Number,
VSA36C01,Total Births,2012,2012,18,18 years,11,8,Number,
VSA36C01,Total Births,2012,2012,18,18 years,12,9,Number,
VSA36C01,Total Births,2012,2012,18,18 years,15,10 or more,Number,
VSA36C01,Total Births,2012,2012,18,18 years,99,Not stated,Number,2
VSA36C01,Total Births,2012,2012,19,19 years,26,Total Per Age Group,Number,793
VSA36C01,Total Births,2012,2012,19,19 years,1,0,Number,664
VSA36C01,Total Births,2012,2012,19,19 years,2,1,Number,114
VSA36C01,Total Births,2012,2012,19,19 years,3,2,Number,12
VSA36C01,Total Births,2012,2012,19,19 years,4,3,Number,2
VSA36C01,Total Births,2012,2012,19,19 years,5,4,Number,
VSA36C01,Total Births,2012,2012,19,19 years,6,5,Number,
VSA36C01,Total Births,2012,2012,19,19 years,8,6,Number,
VSA36C01,Total Births,2012,2012,19,19 years,10,7,Number,
VSA36C01,Total Births,2012,2012,19,19 years,11,8,Number,
VSA36C01,Total Births,2012,2012,19,19 years,12,9,Number,
VSA36C01,Total Births,2012,2012,19,19 years,15,10 or more,Number,
VSA36C01,Total Births,2012,2012,19,19 years,99,Not stated,Number,1
VSA36C01,Total Births,2012,2012,20,20 years,26,Total Per Age Group,Number,968
VSA36C01,Total Births,2012,2012,20,20 years,1,0,Number,755
VSA36C01,Total Births,2012,2012,20,20 years,2,1,Number,188
VSA36C01,Total Births,2012,2012,20,20 years,3,2,Number,20
VSA36C01,Total Births,2012,2012,20,20 years,4,3,Number,3
VSA36C01,Total Births,2012,2012,20,20 years,5,4,Number,1
VSA36C01,Total Births,2012,2012,20,20 years,6,5,Number,
VSA36C01,Total Births,2012,2012,20,20 years,8,6,Number,
VSA36C01,Total Births,2012,2012,20,20 years,10,7,Number,
VSA36C01,Total Births,2012,2012,20,20 years,11,8,Number,
VSA36C01,Total Births,2012,2012,20,20 years,12,9,Number,
VSA36C01,Total Births,2012,2012,20,20 years,15,10 or more,Number,
VSA36C01,Total Births,2012,2012,20,20 years,99,Not stated,Number,1
VSA36C01,Total Births,2012,2012,21,21 years,26,Total Per Age Group,Number,1169
VSA36C01,Total Births,2012,2012,21,21 years,1,0,Number,804
VSA36C01,Total Births,2012,2012,21,21 years,2,1,Number,297
VSA36C01,Total Births,2012,2012,21,21 years,3,2,Number,54
VSA36C01,Total Births,2012,2012,21,21 years,4,3,Number,12
VSA36C01,Total Births,2012,2012,21,21 years,5,4,Number,2
VSA36C01,Total Births,2012,2012,21,21 years,6,5,Number,
VSA36C01,Total Births,2012,2012,21,21 years,8,6,Number,
VSA36C01,Total Births,2012,2012,21,21 years,10,7,Number,
VSA36C01,Total Births,2012,2012,21,21 years,11,8,Number,
VSA36C01,Total Births,2012,2012,21,21 years,12,9,Number,
VSA36C01,Total Births,2012,2012,21,21 years,15,10 or more,Number,
VSA36C01,Total Births,2012,2012,21,21 years,99,Not stated,Number,
VSA36C01,Total Births,2012,2012,22,22 years,26,Total Per Age Group,Number,1350
VSA36C01,Total Births,2012,2012,22,22 years,1,0,Number,834
VSA36C01,Total Births,2012,2012,22,22 years,2,1,Number,380
VSA36C01,Total Births,2012,2012,22,22 years,3,2,Number,109
VSA36C01,Total Births,2012,2012,22,22 years,4,3,Number,19
VSA36C01,Total Births,2012,2012,22,22 years,5,4,Number,2
VSA36C01,Total Births,2012,2012,22,22 years,6,5,Number,1
VSA36C01,Total Births,2012,2012,22,22 years,8,6,Number,1
VSA36C01,Total Births,2012,2012,22,22 years,10,7,Number,
VSA36C01,Total Births,2012,2012,22,22 years,11,8,Number,
VSA36C01,Total Births,2012,2012,22,22 years,12,9,Number,
VSA36C01,Total Births,2012,2012,22,22 years,15,10 or more,Number,
VSA36C01,Total Births,2012,2012,22,22 years,99,Not stated,Number,4
VSA36C01,Total Births,2012,2012,23,23 years,26,Total Per Age Group,Number,1570
VSA36C01,Total Births,2012,2012,23,23 years,1,0,Number,892
VSA36C01,Total Births,2012,2012,23,23 years,2,1,Number,501
VSA36C01,Total Births,2012,2012,23,23 years,3,2,Number,154
VSA36C01,Total Births,2012,2012,23,23 years,4,3,Number,21
VSA36C01,Total Births,2012,2012,23,23 years,5,4,Number,
VSA36C01,Total Births,2012,2012,23,23 years,6,5,Number,1
VSA36C01,Total Births,2012,2012,23,23 years,8,6,Number,
VSA36C01,Total Births,2012,2012,23,23 years,10,7,Number,
VSA36C01,Total Births,2012,2012,23,23 years,11,8,Number,
VSA36C01,Total Births,2012,2012,23,23 years,12,9,Number,
VSA36C01,Total Births,2012,2012,23,23 years,15,10 or more,Number,
VSA36C01,Total Births,2012,2012,23,23 years,99,Not stated,Number,1
VSA36C01,Total Births,2012,2012,24,24 years,26,Total Per Age Group,Number,1833
VSA36C01,Total Births,2012,2012,24,24 years,1,0,Number,937
VSA36C01,Total Births,2012,2012,24,24 years,2,1,Number,658
VSA36C01,Total Births,2012,2012,24,24 years,3,2,Number,171
VSA36C01,Total Births,2012,2012,24,24 years,4,3,Number,51
VSA36C01,Total Births,2012,2012,24,24 years,5,4,Number,10
VSA36C01,Total Births,2012,2012,24,24 years,6,5,Number,
VSA36C01,Total Births,2012,2012,24,24 years,8,6,Number,1
VSA36C01,Total Births,2012,2012,24,24 years,10,7,Number,
VSA36C01,Total Births,2012,2012,24,24 years,11,8,Number,
VSA36C01,Total Births,2012,2012,24,24 years,12,9,Number,
VSA36C01,Total Births,2012,2012,24,24 years,15,10 or more,Number,
VSA36C01,Total Births,2012,2012,24,24 years,99,Not stated,Number,5
VSA36C01,Total Births,2012,2012,25,25 years,26,Total Per Age Group,Number,2113
VSA36C01,Total Births,2012,2012,25,25 years,1,0,Number,1058
VSA36C01,Total Births,2012,2012,25,25 years,2,1,Number,716
VSA36C01,Total Births,2012,2012,25,25 years,3,2,Number,260
VSA36C01,Total Births,2012,2012,25,25 years,4,3,Number,53
VSA36C01,Total Births,2012,2012,25,25 years,5,4,Number,14
VSA36C01,Total Births,2012,2012,25,25 years,6,5,Number,7
VSA36C01,Total Births,2012,2012,25,25 years,8,6,Number,
VSA36C01,Total Births,2012,2012,25,25 years,10,7,Number,
VSA36C01,Total Births,2012,2012,25,25 years,11,8,Number,
VSA36C01,Total Births,2012,2012,25,25 years,12,9,Number,
VSA36C01,Total Births,2012,2012,25,25 years,15,10 or more,Number,
VSA36C01,Total Births,2012,2012,25,25 years,99,Not stated,Number,5
VSA36C01,Total Births,2012,2012,26,26 years,26,Total Per Age Group,Number,2555
VSA36C01,Total Births,2012,2012,26,26 years,1,0,Number,1219
VSA36C01,Total Births,2012,2012,26,26 years,2,1,Number,887
VSA36C01,Total Births,2012,2012,26,26 years,3,2,Number,313
VSA36C01,Total Births,2012,2012,26,26 years,4,3,Number,93
VSA36C01,Total Births,2012,2012,26,26 years,5,4,Number,30
VSA36C01,Total Births,2012,2012,26,26 years,6,5,Number,8
VSA36C01,Total Births,2012,2012,26,26 years,8,6,Number,
VSA36C01,Total Births,2012,2012,26,26 years,10,7,Number,
VSA36C01,Total Births,2012,2012,26,26 years,11,8,Number,
VSA36C01,Total Births,2012,2012,26,26 years,12,9,Number,
VSA36C01,Total Births,2012,2012,26,26 years,15,10 or more,Number,
VSA36C01,Total Births,2012,2012,26,26 years,99,Not stated,Number,5
VSA36C01,Total Births,2012,2012,27,27 years,26,Total Per Age Group,Number,2956
VSA36C01,Total Births,2012,2012,27,27 years,1,0,Number,1435
VSA36C01,Total Births,2012,2012,27,27 years,2,1,Number,1009
VSA36C01,Total Births,2012,2012,27,27 years,3,2,Number,348
VSA36C01,Total Births,2012,2012,27,27 years,4,3,Number,114
VSA36C01,Total Births,2012,2012,27,27 years,5,4,Number,30
VSA36C01,Total Births,2012,2012,27,27 years,6,5,Number,9
VSA36C01,Total Births,2012,2012,27,27 years,8,6,Number,2
VSA36C01,Total Births,2012,2012,27,27 years,10,7,Number,1
VSA36C01,Total Births,2012,2012,27,27 years,11,8,Number,
VSA36C01,Total Births,2012,2012,27,27 years,12,9,Number,
VSA36C01,Total Births,2012,2012,27,27 years,15,10 or more,Number,
